  # Source : cellZone bedOfSpheres
# Cells  : 12131
# Time	sum(V)	volIntegrate(T)
5.451562e+01	5.221114e-01	3.093189e+02
5.482812e+01	5.221114e-01	3.092354e+02
5.514062e+01	5.221114e-01	3.091519e+02
5.545312e+01	5.221114e-01	3.090685e+02
5.576562e+01	5.221114e-01	3.089852e+02
5.607812e+01	5.221114e-01	3.089019e+02
5.639062e+01	5.221114e-01	3.088187e+02
5.670312e+01	5.221114e-01	3.087356e+02
5.701562e+01	5.221114e-01	3.086525e+02
5.732812e+01	5.221114e-01	3.085695e+02
5.764062e+01	5.221114e-01	3.084866e+02
5.795312e+01	5.221114e-01	3.084037e+02
5.826562e+01	5.221114e-01	3.083208e+02
5.857812e+01	5.221114e-01	3.082380e+02
5.889062e+01	5.221114e-01	3.081553e+02
5.920312e+01	5.221114e-01	3.080727e+02
5.951562e+01	5.221114e-01	3.079901e+02
5.982812e+01	5.221114e-01	3.079075e+02
6.014062e+01	5.221114e-01	3.078251e+02
6.045312e+01	5.221114e-01	3.077426e+02
6.076562e+01	5.221114e-01	3.076603e+02
6.107812e+01	5.221114e-01	3.075780e+02
6.139062e+01	5.221114e-01	3.074957e+02
6.170312e+01	5.221114e-01	3.074135e+02
6.201562e+01	5.221114e-01	3.073314e+02
6.232812e+01	5.221114e-01	3.072493e+02
6.264062e+01	5.221114e-01	3.071673e+02
6.295312e+01	5.221114e-01	3.070853e+02
6.326562e+01	5.221114e-01	3.070034e+02
6.357812e+01	5.221114e-01	3.069215e+02
6.389062e+01	5.221114e-01	3.068397e+02
6.420312e+01	5.221114e-01	3.067580e+02
6.451562e+01	5.221114e-01	3.066763e+02
6.482812e+01	5.221114e-01	3.065947e+02
6.514062e+01	5.221114e-01	3.065131e+02
6.545312e+01	5.221114e-01	3.064316e+02
6.576562e+01	5.221114e-01	3.063501e+02
6.607812e+01	5.221114e-01	3.062687e+02
6.639062e+01	5.221114e-01	3.061873e+02
6.670312e+01	5.221114e-01	3.061060e+02
6.701562e+01	5.221114e-01	3.060248e+02
6.732812e+01	5.221114e-01	3.059436e+02
6.764062e+01	5.221114e-01	3.058624e+02
6.795312e+01	5.221114e-01	3.057813e+02
6.826562e+01	5.221114e-01	3.057003e+02
6.857812e+01	5.221114e-01	3.056193e+02
6.889062e+01	5.221114e-01	3.055383e+02
6.920312e+01	5.221114e-01	3.054575e+02
6.951562e+01	5.221114e-01	3.053766e+02
6.982812e+01	5.221114e-01	3.052958e+02
7.014062e+01	5.221114e-01	3.052151e+02
7.045312e+01	5.221114e-01	3.051344e+02
7.076562e+01	5.221114e-01	3.050538e+02
7.107812e+01	5.221114e-01	3.049732e+02
7.139062e+01	5.221114e-01	3.048927e+02
7.170312e+01	5.221114e-01	3.048123e+02
7.201562e+01	5.221114e-01	3.047318e+02
7.232812e+01	5.221114e-01	3.046515e+02
7.264062e+01	5.221114e-01	3.045711e+02
7.295312e+01	5.221114e-01	3.044909e+02
7.326562e+01	5.221114e-01	3.044107e+02
7.357812e+01	5.221114e-01	3.043305e+02
7.389062e+01	5.221114e-01	3.042504e+02
7.420312e+01	5.221114e-01	3.041703e+02
7.451562e+01	5.221114e-01	3.040903e+02
7.482812e+01	5.221114e-01	3.040103e+02
7.514062e+01	5.221114e-01	3.039304e+02
7.545312e+01	5.221114e-01	3.038506e+02
7.576562e+01	5.221114e-01	3.037707e+02
7.607812e+01	5.221114e-01	3.036910e+02
7.639062e+01	5.221114e-01	3.036112e+02
7.670312e+01	5.221114e-01	3.035316e+02
7.701562e+01	5.221114e-01	3.034520e+02
7.732812e+01	5.221114e-01	3.033724e+02
7.764062e+01	5.221114e-01	3.032929e+02
7.795312e+01	5.221114e-01	3.032134e+02
7.826562e+01	5.221114e-01	3.031340e+02
7.857812e+01	5.221114e-01	3.030546e+02
7.889062e+01	5.221114e-01	3.029753e+02
7.920312e+01	5.221114e-01	3.028960e+02
7.951562e+01	5.221114e-01	3.028167e+02
7.982812e+01	5.221114e-01	3.027376e+02
8.014062e+01	5.221114e-01	3.026584e+02
8.045312e+01	5.221114e-01	3.025793e+02
8.076562e+01	5.221114e-01	3.025003e+02
8.107812e+01	5.221114e-01	3.024213e+02
8.139062e+01	5.221114e-01	3.023424e+02
8.170312e+01	5.221114e-01	3.022635e+02
8.201562e+01	5.221114e-01	3.021846e+02
8.232812e+01	5.221114e-01	3.021058e+02
8.264062e+01	5.221114e-01	3.020271e+02
8.295312e+01	5.221114e-01	3.019484e+02
8.326562e+01	5.221114e-01	3.018697e+02
8.357812e+01	5.221114e-01	3.017911e+02
8.389062e+01	5.221114e-01	3.017126e+02
8.420312e+01	5.221114e-01	3.016340e+02
8.451562e+01	5.221114e-01	3.015556e+02
8.482812e+01	5.221114e-01	3.014772e+02
8.514062e+01	5.221114e-01	3.013988e+02
8.545312e+01	5.221114e-01	3.013205e+02
8.576562e+01	5.221114e-01	3.012422e+02
8.607812e+01	5.221114e-01	3.011640e+02
8.639062e+01	5.221114e-01	3.010858e+02
8.670312e+01	5.221114e-01	3.010076e+02
8.701562e+01	5.221114e-01	3.009295e+02
8.732812e+01	5.221114e-01	3.008515e+02
8.764062e+01	5.221114e-01	3.007735e+02
8.795312e+01	5.221114e-01	3.006955e+02
8.826562e+01	5.221114e-01	3.006176e+02
8.857812e+01	5.221114e-01	3.005398e+02
8.889062e+01	5.221114e-01	3.004620e+02
8.920312e+01	5.221114e-01	3.003842e+02
8.951562e+01	5.221114e-01	3.003065e+02
8.982812e+01	5.221114e-01	3.002288e+02
9.014062e+01	5.221114e-01	3.001512e+02
9.045312e+01	5.221114e-01	3.000736e+02
9.076562e+01	5.221114e-01	2.999960e+02
9.107812e+01	5.221114e-01	2.999185e+02
9.139062e+01	5.221114e-01	2.998411e+02
9.170312e+01	5.221114e-01	2.997637e+02
9.201562e+01	5.221114e-01	2.996863e+02
9.232812e+01	5.221114e-01	2.996090e+02
9.264062e+01	5.221114e-01	2.995317e+02
9.295312e+01	5.221114e-01	2.994545e+02
9.326562e+01	5.221114e-01	2.993773e+02
9.357812e+01	5.221114e-01	2.993001e+02
9.389062e+01	5.221114e-01	2.992230e+02
9.420312e+01	5.221114e-01	2.991460e+02
9.451562e+01	5.221114e-01	2.990690e+02
9.482812e+01	5.221114e-01	2.989920e+02
9.514062e+01	5.221114e-01	2.989151e+02
9.545312e+01	5.221114e-01	2.988382e+02
9.576562e+01	5.221114e-01	2.987614e+02
9.607812e+01	5.221114e-01	2.986846e+02
9.639062e+01	5.221114e-01	2.986079e+02
9.670312e+01	5.221114e-01	2.985312e+02
9.701562e+01	5.221114e-01	2.984545e+02
9.732812e+01	5.221114e-01	2.983779e+02
9.764062e+01	5.221114e-01	2.983013e+02
9.795312e+01	5.221114e-01	2.982248e+02
9.826562e+01	5.221114e-01	2.981483e+02
9.857812e+01	5.221114e-01	2.980719e+02
9.889062e+01	5.221114e-01	2.979955e+02
9.920312e+01	5.221114e-01	2.979191e+02
9.951562e+01	5.221114e-01	2.978428e+02
9.982812e+01	5.221114e-01	2.977666e+02
1.001406e+02	5.221114e-01	2.976903e+02
1.004531e+02	5.221114e-01	2.976142e+02
1.007656e+02	5.221114e-01	2.975380e+02
1.010781e+02	5.221114e-01	2.974619e+02
1.013906e+02	5.221114e-01	2.973859e+02
1.017031e+02	5.221114e-01	2.973099e+02
1.020156e+02	5.221114e-01	2.972339e+02
1.023281e+02	5.221114e-01	2.971580e+02
1.026406e+02	5.221114e-01	2.970821e+02
1.029531e+02	5.221114e-01	2.970063e+02
1.032656e+02	5.221114e-01	2.969305e+02
1.035781e+02	5.221114e-01	2.968547e+02
1.038906e+02	5.221114e-01	2.967790e+02
1.042031e+02	5.221114e-01	2.967034e+02
1.045156e+02	5.221114e-01	2.966277e+02
1.048281e+02	5.221114e-01	2.965522e+02
1.051406e+02	5.221114e-01	2.964766e+02
1.054531e+02	5.221114e-01	2.964011e+02
1.057656e+02	5.221114e-01	2.963257e+02
1.060781e+02	5.221114e-01	2.962503e+02
1.063906e+02	5.221114e-01	2.961749e+02
1.067031e+02	5.221114e-01	2.960996e+02
1.070156e+02	5.221114e-01	2.960243e+02
1.073281e+02	5.221114e-01	2.959490e+02
1.076406e+02	5.221114e-01	2.958738e+02
1.079531e+02	5.221114e-01	2.957987e+02
1.082656e+02	5.221114e-01	2.957236e+02
1.085781e+02	5.221114e-01	2.956485e+02
1.088906e+02	5.221114e-01	2.955735e+02
1.092031e+02	5.221114e-01	2.954985e+02
1.095156e+02	5.221114e-01	2.954235e+02
1.098281e+02	5.221114e-01	2.953486e+02
1.101406e+02	5.221114e-01	2.952737e+02
1.104531e+02	5.221114e-01	2.951989e+02
1.107656e+02	5.221114e-01	2.951241e+02
1.110781e+02	5.221114e-01	2.950494e+02
1.113906e+02	5.221114e-01	2.949747e+02
1.117031e+02	5.221114e-01	2.949000e+02
1.120156e+02	5.221114e-01	2.948254e+02
1.123281e+02	5.221114e-01	2.947509e+02
1.126406e+02	5.221114e-01	2.946763e+02
1.129531e+02	5.221114e-01	2.946018e+02
1.132656e+02	5.221114e-01	2.945274e+02
1.135781e+02	5.221114e-01	2.944530e+02
1.138906e+02	5.221114e-01	2.943786e+02
1.142031e+02	5.221114e-01	2.943043e+02
1.145156e+02	5.221114e-01	2.942300e+02
1.148281e+02	5.221114e-01	2.941557e+02
1.151406e+02	5.221114e-01	2.940815e+02
1.154531e+02	5.221114e-01	2.940074e+02
1.157656e+02	5.221114e-01	2.939332e+02
1.160781e+02	5.221114e-01	2.938592e+02
1.163906e+02	5.221114e-01	2.937851e+02
1.167031e+02	5.221114e-01	2.937111e+02
1.170156e+02	5.221114e-01	2.936372e+02
1.173281e+02	5.221114e-01	2.935633e+02
1.176406e+02	5.221114e-01	2.934894e+02
1.179531e+02	5.221114e-01	2.934155e+02
1.182656e+02	5.221114e-01	2.933417e+02
1.185781e+02	5.221114e-01	2.932680e+02
1.188906e+02	5.221114e-01	2.931943e+02
1.192031e+02	5.221114e-01	2.931206e+02
1.195156e+02	5.221114e-01	2.930470e+02
1.198281e+02	5.221114e-01	2.929734e+02
1.201406e+02	5.221114e-01	2.928998e+02
1.204531e+02	5.221114e-01	2.928263e+02
1.207656e+02	5.221114e-01	2.927528e+02
1.210781e+02	5.221114e-01	2.926794e+02
1.213906e+02	5.221114e-01	2.926060e+02
1.217031e+02	5.221114e-01	2.925327e+02
1.220156e+02	5.221114e-01	2.924593e+02
1.223281e+02	5.221114e-01	2.923861e+02
1.226406e+02	5.221114e-01	2.923128e+02
1.229531e+02	5.221114e-01	2.922397e+02
1.232656e+02	5.221114e-01	2.921665e+02
1.235781e+02	5.221114e-01	2.920934e+02
1.238906e+02	5.221114e-01	2.920203e+02
1.242031e+02	5.221114e-01	2.919473e+02
1.245156e+02	5.221114e-01	2.918743e+02
1.248281e+02	5.221114e-01	2.918014e+02
1.251406e+02	5.221114e-01	2.917284e+02
1.254531e+02	5.221114e-01	2.916556e+02
1.257656e+02	5.221114e-01	2.915827e+02
1.260781e+02	5.221114e-01	2.915100e+02
1.263906e+02	5.221114e-01	2.914372e+02
1.267031e+02	5.221114e-01	2.913645e+02
1.270156e+02	5.221114e-01	2.912918e+02
1.273281e+02	5.221114e-01	2.912192e+02
1.276406e+02	5.221114e-01	2.911466e+02
1.279531e+02	5.221114e-01	2.910740e+02
1.282656e+02	5.221114e-01	2.910015e+02
1.285781e+02	5.221114e-01	2.909291e+02
1.288906e+02	5.221114e-01	2.908566e+02
1.292031e+02	5.221114e-01	2.907842e+02
1.295156e+02	5.221114e-01	2.907119e+02
1.298281e+02	5.221114e-01	2.906396e+02
1.301406e+02	5.221114e-01	2.905673e+02
1.304531e+02	5.221114e-01	2.904950e+02
1.307656e+02	5.221114e-01	2.904229e+02
1.310781e+02	5.221114e-01	2.903507e+02
1.313906e+02	5.221114e-01	2.902786e+02
1.317031e+02	5.221114e-01	2.902065e+02
1.320156e+02	5.221114e-01	2.901345e+02
1.323281e+02	5.221114e-01	2.900625e+02
1.326406e+02	5.221114e-01	2.899905e+02
1.329531e+02	5.221114e-01	2.899186e+02
1.332656e+02	5.221114e-01	2.898467e+02
1.335781e+02	5.221114e-01	2.897748e+02
1.338906e+02	5.221114e-01	2.897030e+02
1.342031e+02	5.221114e-01	2.896313e+02
1.345156e+02	5.221114e-01	2.895595e+02
1.348281e+02	5.221114e-01	2.894879e+02
1.351406e+02	5.221114e-01	2.894162e+02
1.354531e+02	5.221114e-01	2.893446e+02
1.357656e+02	5.221114e-01	2.892730e+02
1.360781e+02	5.221114e-01	2.892015e+02
1.363906e+02	5.221114e-01	2.891300e+02
1.367031e+02	5.221114e-01	2.890585e+02
1.370156e+02	5.221114e-01	2.889871e+02
1.373281e+02	5.221114e-01	2.889157e+02
1.376406e+02	5.221114e-01	2.888444e+02
1.379531e+02	5.221114e-01	2.887731e+02
1.382656e+02	5.221114e-01	2.887018e+02
1.385781e+02	5.221114e-01	2.886306e+02
1.388906e+02	5.221114e-01	2.885594e+02
1.392031e+02	5.221114e-01	2.884883e+02
1.395156e+02	5.221114e-01	2.884172e+02
1.398281e+02	5.221114e-01	2.883461e+02
1.401406e+02	5.221114e-01	2.882751e+02
1.404531e+02	5.221114e-01	2.882041e+02
1.407656e+02	5.221114e-01	2.881331e+02
1.410781e+02	5.221114e-01	2.880622e+02
1.413906e+02	5.221114e-01	2.879913e+02
1.417031e+02	5.221114e-01	2.879205e+02
1.420156e+02	5.221114e-01	2.878497e+02
1.423281e+02	5.221114e-01	2.877789e+02
1.426406e+02	5.221114e-01	2.877082e+02
1.429531e+02	5.221114e-01	2.876375e+02
1.432656e+02	5.221114e-01	2.875669e+02
1.435781e+02	5.221114e-01	2.874963e+02
1.438906e+02	5.221114e-01	2.874257e+02
1.442031e+02	5.221114e-01	2.873552e+02
1.445156e+02	5.221114e-01	2.872847e+02
1.448281e+02	5.221114e-01	2.872142e+02
1.451406e+02	5.221114e-01	2.871438e+02
1.454531e+02	5.221114e-01	2.870734e+02
1.457656e+02	5.221114e-01	2.870031e+02
1.460781e+02	5.221114e-01	2.869328e+02
1.463906e+02	5.221114e-01	2.868625e+02
1.467031e+02	5.221114e-01	2.867923e+02
1.470156e+02	5.221114e-01	2.867221e+02
1.473281e+02	5.221114e-01	2.866520e+02
1.476406e+02	5.221114e-01	2.865818e+02
1.479531e+02	5.221114e-01	2.865118e+02
1.482656e+02	5.221114e-01	2.864417e+02
1.485781e+02	5.221114e-01	2.863717e+02
1.488906e+02	5.221114e-01	2.863018e+02
1.492031e+02	5.221114e-01	2.862318e+02
1.495156e+02	5.221114e-01	2.861620e+02
1.498281e+02	5.221114e-01	2.860921e+02
1.501406e+02	5.221114e-01	2.860223e+02
1.504531e+02	5.221114e-01	2.859525e+02
1.507656e+02	5.221114e-01	2.858828e+02
1.510781e+02	5.221114e-01	2.858131e+02
1.513906e+02	5.221114e-01	2.857434e+02
1.517031e+02	5.221114e-01	2.856738e+02
1.520156e+02	5.221114e-01	2.856042e+02
1.523281e+02	5.221114e-01	2.855347e+02
1.526406e+02	5.221114e-01	2.854652e+02
1.529531e+02	5.221114e-01	2.853957e+02
1.532656e+02	5.221114e-01	2.853262e+02
1.535781e+02	5.221114e-01	2.852568e+02
1.538906e+02	5.221114e-01	2.851875e+02
1.542031e+02	5.221114e-01	2.851182e+02
1.545156e+02	5.221114e-01	2.850489e+02
1.548281e+02	5.221114e-01	2.849796e+02
1.551406e+02	5.221114e-01	2.849104e+02
1.554531e+02	5.221114e-01	2.848412e+02
1.557656e+02	5.221114e-01	2.847721e+02
1.560781e+02	5.221114e-01	2.847030e+02
1.563906e+02	5.221114e-01	2.846339e+02
1.567031e+02	5.221114e-01	2.845649e+02
1.570156e+02	5.221114e-01	2.844959e+02
1.573281e+02	5.221114e-01	2.844270e+02
1.576406e+02	5.221114e-01	2.843581e+02
1.579531e+02	5.221114e-01	2.842892e+02
1.582656e+02	5.221114e-01	2.842203e+02
1.585781e+02	5.221114e-01	2.841515e+02
1.588906e+02	5.221114e-01	2.840828e+02
1.592031e+02	5.221114e-01	2.840141e+02
1.595156e+02	5.221114e-01	2.839454e+02
1.598281e+02	5.221114e-01	2.838767e+02
1.601406e+02	5.221114e-01	2.838081e+02
1.604531e+02	5.221114e-01	2.837395e+02
1.607656e+02	5.221114e-01	2.836710e+02
1.610781e+02	5.221114e-01	2.836025e+02
1.613906e+02	5.221114e-01	2.835340e+02
1.617031e+02	5.221114e-01	2.834656e+02
1.620156e+02	5.221114e-01	2.833972e+02
1.623281e+02	5.221114e-01	2.833288e+02
1.626406e+02	5.221114e-01	2.832605e+02
1.629531e+02	5.221114e-01	2.831922e+02
1.632656e+02	5.221114e-01	2.831239e+02
1.635781e+02	5.221114e-01	2.830557e+02
1.638906e+02	5.221114e-01	2.829876e+02
1.642031e+02	5.221114e-01	2.829194e+02
1.645156e+02	5.221114e-01	2.828513e+02
1.648281e+02	5.221114e-01	2.827833e+02
1.651406e+02	5.221114e-01	2.827152e+02
1.654531e+02	5.221114e-01	2.826472e+02
1.657656e+02	5.221114e-01	2.825793e+02
1.660781e+02	5.221114e-01	2.825114e+02
1.663906e+02	5.221114e-01	2.824435e+02
1.667031e+02	5.221114e-01	2.823756e+02
1.670156e+02	5.221114e-01	2.823078e+02
1.673281e+02	5.221114e-01	2.822400e+02
1.676406e+02	5.221114e-01	2.821723e+02
1.679531e+02	5.221114e-01	2.821046e+02
1.682656e+02	5.221114e-01	2.820369e+02
1.685781e+02	5.221114e-01	2.819693e+02
1.688906e+02	5.221114e-01	2.819017e+02
1.692031e+02	5.221114e-01	2.818342e+02
1.695156e+02	5.221114e-01	2.817667e+02
1.698281e+02	5.221114e-01	2.816992e+02
1.701406e+02	5.221114e-01	2.816317e+02
1.704531e+02	5.221114e-01	2.815643e+02
1.707656e+02	5.221114e-01	2.814969e+02
1.710781e+02	5.221114e-01	2.814296e+02
1.713906e+02	5.221114e-01	2.813623e+02
1.717031e+02	5.221114e-01	2.812950e+02
1.720156e+02	5.221114e-01	2.812278e+02
1.723281e+02	5.221114e-01	2.811606e+02
1.726406e+02	5.221114e-01	2.810935e+02
1.729531e+02	5.221114e-01	2.810264e+02
1.732656e+02	5.221114e-01	2.809593e+02
1.735781e+02	5.221114e-01	2.808922e+02
1.738906e+02	5.221114e-01	2.808252e+02
1.742031e+02	5.221114e-01	2.807582e+02
1.745156e+02	5.221114e-01	2.806913e+02
1.748281e+02	5.221114e-01	2.806244e+02
1.751406e+02	5.221114e-01	2.805575e+02
1.754531e+02	5.221114e-01	2.804907e+02
1.757656e+02	5.221114e-01	2.804239e+02
1.760781e+02	5.221114e-01	2.803571e+02
1.763906e+02	5.221114e-01	2.802904e+02
1.767031e+02	5.221114e-01	2.802237e+02
1.770156e+02	5.221114e-01	2.801571e+02
1.773281e+02	5.221114e-01	2.800905e+02
1.776406e+02	5.221114e-01	2.800239e+02
1.779531e+02	5.221114e-01	2.799573e+02
1.782656e+02	5.221114e-01	2.798908e+02
1.785781e+02	5.221114e-01	2.798243e+02
1.788906e+02	5.221114e-01	2.797579e+02
1.792031e+02	5.221114e-01	2.796915e+02
1.795156e+02	5.221114e-01	2.796251e+02
1.798281e+02	5.221114e-01	2.795588e+02
1.801406e+02	5.221114e-01	2.794925e+02
1.804531e+02	5.221114e-01	2.794263e+02
1.807656e+02	5.221114e-01	2.793600e+02
1.810781e+02	5.221114e-01	2.792938e+02
1.813906e+02	5.221114e-01	2.792277e+02
1.817031e+02	5.221114e-01	2.791616e+02
1.820156e+02	5.221114e-01	2.790955e+02
1.823281e+02	5.221114e-01	2.790294e+02
1.826406e+02	5.221114e-01	2.789634e+02
1.829531e+02	5.221114e-01	2.788975e+02
1.832656e+02	5.221114e-01	2.788315e+02
1.835781e+02	5.221114e-01	2.787656e+02
1.838906e+02	5.221114e-01	2.786998e+02
1.842031e+02	5.221114e-01	2.786339e+02
1.845156e+02	5.221114e-01	2.785681e+02
1.848281e+02	5.221114e-01	2.785024e+02
1.851406e+02	5.221114e-01	2.784366e+02
1.854531e+02	5.221114e-01	2.783709e+02
1.857656e+02	5.221114e-01	2.783053e+02
1.860781e+02	5.221114e-01	2.782397e+02
1.863906e+02	5.221114e-01	2.781741e+02
1.867031e+02	5.221114e-01	2.781085e+02
1.870156e+02	5.221114e-01	2.780430e+02
1.873281e+02	5.221114e-01	2.779775e+02
1.876406e+02	5.221114e-01	2.779121e+02
1.879531e+02	5.221114e-01	2.778467e+02
1.882656e+02	5.221114e-01	2.777813e+02
1.885781e+02	5.221114e-01	2.777160e+02
1.888906e+02	5.221114e-01	2.776507e+02
1.892031e+02	5.221114e-01	2.775854e+02
1.895156e+02	5.221114e-01	2.775201e+02
1.898281e+02	5.221114e-01	2.774549e+02
1.901406e+02	5.221114e-01	2.773898e+02
1.904531e+02	5.221114e-01	2.773247e+02
1.907656e+02	5.221114e-01	2.772596e+02
1.910781e+02	5.221114e-01	2.771945e+02
1.913906e+02	5.221114e-01	2.771295e+02
1.917031e+02	5.221114e-01	2.770645e+02
1.920156e+02	5.221114e-01	2.769995e+02
1.923281e+02	5.221114e-01	2.769346e+02
1.926406e+02	5.221114e-01	2.768697e+02
1.929531e+02	5.221114e-01	2.768049e+02
1.932656e+02	5.221114e-01	2.767401e+02
1.935781e+02	5.221114e-01	2.766753e+02
1.938906e+02	5.221114e-01	2.766105e+02
1.942031e+02	5.221114e-01	2.765458e+02
1.945156e+02	5.221114e-01	2.764811e+02
1.948281e+02	5.221114e-01	2.764165e+02
1.951406e+02	5.221114e-01	2.763519e+02
1.954531e+02	5.221114e-01	2.762873e+02
1.957656e+02	5.221114e-01	2.762228e+02
1.960781e+02	5.221114e-01	2.761583e+02
1.963906e+02	5.221114e-01	2.760938e+02
1.967031e+02	5.221114e-01	2.760294e+02
1.970156e+02	5.221114e-01	2.759650e+02
1.973281e+02	5.221114e-01	2.759006e+02
1.976406e+02	5.221114e-01	2.758363e+02
1.979531e+02	5.221114e-01	2.757720e+02
1.982656e+02	5.221114e-01	2.757077e+02
1.985781e+02	5.221114e-01	2.756435e+02
1.988906e+02	5.221114e-01	2.755793e+02
1.992031e+02	5.221114e-01	2.755152e+02
1.995156e+02	5.221114e-01	2.754510e+02
1.998281e+02	5.221114e-01	2.753869e+02
2.001406e+02	5.221114e-01	2.753229e+02
2.004531e+02	5.221114e-01	2.752589e+02
2.007656e+02	5.221114e-01	2.751949e+02
2.010781e+02	5.221114e-01	2.751309e+02
2.013906e+02	5.221114e-01	2.750670e+02
2.017031e+02	5.221114e-01	2.750031e+02
2.020156e+02	5.221114e-01	2.749393e+02
2.023281e+02	5.221114e-01	2.748755e+02
2.026406e+02	5.221114e-01	2.748117e+02
2.029531e+02	5.221114e-01	2.747480e+02
2.032656e+02	5.221114e-01	2.746842e+02
2.035781e+02	5.221114e-01	2.746206e+02
2.038906e+02	5.221114e-01	2.745569e+02
2.042031e+02	5.221114e-01	2.744933e+02
2.045156e+02	5.221114e-01	2.744297e+02
2.048281e+02	5.221114e-01	2.743662e+02
2.051406e+02	5.221114e-01	2.743027e+02
2.054531e+02	5.221114e-01	2.742392e+02
2.057656e+02	5.221114e-01	2.741758e+02
2.060781e+02	5.221114e-01	2.741124e+02
2.063906e+02	5.221114e-01	2.740490e+02
2.067031e+02	5.221114e-01	2.739857e+02
2.070156e+02	5.221114e-01	2.739224e+02
2.073281e+02	5.221114e-01	2.738591e+02
2.076406e+02	5.221114e-01	2.737959e+02
2.079531e+02	5.221114e-01	2.737327e+02
2.082656e+02	5.221114e-01	2.736695e+02
2.085781e+02	5.221114e-01	2.736064e+02
2.088906e+02	5.221114e-01	2.735433e+02
2.092031e+02	5.221114e-01	2.734802e+02
2.095156e+02	5.221114e-01	2.734172e+02
2.098281e+02	5.221114e-01	2.733542e+02
2.101406e+02	5.221114e-01	2.732912e+02
2.104531e+02	5.221114e-01	2.732283e+02
2.107656e+02	5.221114e-01	2.731654e+02
2.110781e+02	5.221114e-01	2.731026e+02
2.113906e+02	5.221114e-01	2.730397e+02
2.117031e+02	5.221114e-01	2.729769e+02
2.120156e+02	5.221114e-01	2.729142e+02
2.123281e+02	5.221114e-01	2.728514e+02
2.126406e+02	5.221114e-01	2.727888e+02
2.129531e+02	5.221114e-01	2.727261e+02
2.132656e+02	5.221114e-01	2.726635e+02
2.135781e+02	5.221114e-01	2.726009e+02
2.138906e+02	5.221114e-01	2.725383e+02
2.142031e+02	5.221114e-01	2.724758e+02
2.145156e+02	5.221114e-01	2.724133e+02
2.148281e+02	5.221114e-01	2.723509e+02
2.151406e+02	5.221114e-01	2.722884e+02
2.154531e+02	5.221114e-01	2.722260e+02
2.157656e+02	5.221114e-01	2.721637e+02
2.160781e+02	5.221114e-01	2.721014e+02
2.163906e+02	5.221114e-01	2.720391e+02
2.167031e+02	5.221114e-01	2.719768e+02
2.170156e+02	5.221114e-01	2.719146e+02
2.173281e+02	5.221114e-01	2.718524e+02
2.176406e+02	5.221114e-01	2.717903e+02
2.179531e+02	5.221114e-01	2.717281e+02
2.182656e+02	5.221114e-01	2.716660e+02
2.185781e+02	5.221114e-01	2.716040e+02
2.188906e+02	5.221114e-01	2.715420e+02
2.192031e+02	5.221114e-01	2.714800e+02
2.195156e+02	5.221114e-01	2.714180e+02
2.198281e+02	5.221114e-01	2.713561e+02
2.201406e+02	5.221114e-01	2.712942e+02
2.204531e+02	5.221114e-01	2.712324e+02
2.207656e+02	5.221114e-01	2.711705e+02
