  # Source : patch bedOfSpheres_to_fluid
# Faces  : 2688
# Time	sum(magSf)	areaAverage(T)
1.782656e+02	3.143397e+00	5.211514e+02
1.785781e+02	3.143397e+00	5.210315e+02
1.788906e+02	3.143397e+00	5.209116e+02
1.792031e+02	3.143397e+00	5.207918e+02
1.795156e+02	3.143397e+00	5.206721e+02
1.798281e+02	3.143397e+00	5.205524e+02
1.801406e+02	3.143397e+00	5.204328e+02
1.804531e+02	3.143397e+00	5.203133e+02
1.807656e+02	3.143397e+00	5.201939e+02
1.810781e+02	3.143397e+00	5.200745e+02
1.813906e+02	3.143397e+00	5.199552e+02
1.817031e+02	3.143397e+00	5.198360e+02
1.820156e+02	3.143397e+00	5.197168e+02
1.823281e+02	3.143397e+00	5.195977e+02
1.826406e+02	3.143397e+00	5.194787e+02
1.829531e+02	3.143397e+00	5.193597e+02
1.832656e+02	3.143397e+00	5.192408e+02
1.835781e+02	3.143397e+00	5.191220e+02
1.838906e+02	3.143397e+00	5.190033e+02
1.842031e+02	3.143397e+00	5.188846e+02
1.845156e+02	3.143397e+00	5.187660e+02
1.848281e+02	3.143397e+00	5.186474e+02
1.851406e+02	3.143397e+00	5.185290e+02
1.854531e+02	3.143397e+00	5.184106e+02
1.857656e+02	3.143397e+00	5.182922e+02
1.860781e+02	3.143397e+00	5.181740e+02
1.863906e+02	3.143397e+00	5.180558e+02
1.867031e+02	3.143397e+00	5.179376e+02
1.870156e+02	3.143397e+00	5.178196e+02
1.873281e+02	3.143397e+00	5.177016e+02
1.876406e+02	3.143397e+00	5.175837e+02
1.879531e+02	3.143397e+00	5.174658e+02
1.882656e+02	3.143397e+00	5.173480e+02
1.885781e+02	3.143397e+00	5.172303e+02
1.888906e+02	3.143397e+00	5.171127e+02
1.892031e+02	3.143397e+00	5.169951e+02
1.895156e+02	3.143397e+00	5.168776e+02
1.898281e+02	3.143397e+00	5.167601e+02
1.901406e+02	3.143397e+00	5.166427e+02
1.904531e+02	3.143397e+00	5.165254e+02
1.907656e+02	3.143397e+00	5.164082e+02
1.910781e+02	3.143397e+00	5.162910e+02
1.913906e+02	3.143397e+00	5.161739e+02
1.917031e+02	3.143397e+00	5.160569e+02
1.920156e+02	3.143397e+00	5.159399e+02
1.923281e+02	3.143397e+00	5.158230e+02
1.926406e+02	3.143397e+00	5.157061e+02
1.929531e+02	3.143397e+00	5.155894e+02
1.932656e+02	3.143397e+00	5.154726e+02
1.935781e+02	3.143397e+00	5.153560e+02
1.938906e+02	3.143397e+00	5.152394e+02
1.942031e+02	3.143397e+00	5.151229e+02
1.945156e+02	3.143397e+00	5.150065e+02
1.948281e+02	3.143397e+00	5.148901e+02
1.951406e+02	3.143397e+00	5.147738e+02
1.954531e+02	3.143397e+00	5.146576e+02
1.957656e+02	3.143397e+00	5.145414e+02
1.960781e+02	3.143397e+00	5.144253e+02
1.963906e+02	3.143397e+00	5.143092e+02
1.967031e+02	3.143397e+00	5.141933e+02
1.970156e+02	3.143397e+00	5.140773e+02
1.973281e+02	3.143397e+00	5.139615e+02
1.976406e+02	3.143397e+00	5.138457e+02
1.979531e+02	3.143397e+00	5.137300e+02
1.982656e+02	3.143397e+00	5.136144e+02
1.985781e+02	3.143397e+00	5.134988e+02
1.988906e+02	3.143397e+00	5.133833e+02
1.992031e+02	3.143397e+00	5.132678e+02
1.995156e+02	3.143397e+00	5.131524e+02
1.998281e+02	3.143397e+00	5.130371e+02
2.001406e+02	3.143397e+00	5.129218e+02
2.004531e+02	3.143397e+00	5.128066e+02
2.007656e+02	3.143397e+00	5.126915e+02
2.010781e+02	3.143397e+00	5.125765e+02
2.013906e+02	3.143397e+00	5.124615e+02
2.017031e+02	3.143397e+00	5.123465e+02
2.020156e+02	3.143397e+00	5.122317e+02
2.023281e+02	3.143397e+00	5.121169e+02
2.026406e+02	3.143397e+00	5.120021e+02
2.029531e+02	3.143397e+00	5.118875e+02
2.032656e+02	3.143397e+00	5.117728e+02
2.035781e+02	3.143397e+00	5.116583e+02
2.038906e+02	3.143397e+00	5.115438e+02
2.042031e+02	3.143397e+00	5.114294e+02
2.045156e+02	3.143397e+00	5.113151e+02
2.048281e+02	3.143397e+00	5.112008e+02
2.051406e+02	3.143397e+00	5.110865e+02
2.054531e+02	3.143397e+00	5.109724e+02
2.057656e+02	3.143397e+00	5.108583e+02
2.060781e+02	3.143397e+00	5.107443e+02
2.063906e+02	3.143397e+00	5.106303e+02
2.067031e+02	3.143397e+00	5.105164e+02
2.070156e+02	3.143397e+00	5.104025e+02
2.073281e+02	3.143397e+00	5.102888e+02
2.076406e+02	3.143397e+00	5.101751e+02
2.079531e+02	3.143397e+00	5.100614e+02
2.082656e+02	3.143397e+00	5.099478e+02
2.085781e+02	3.143397e+00	5.098343e+02
2.088906e+02	3.143397e+00	5.097208e+02
2.092031e+02	3.143397e+00	5.096074e+02
2.095156e+02	3.143397e+00	5.094941e+02
2.098281e+02	3.143397e+00	5.093808e+02
2.101406e+02	3.143397e+00	5.092676e+02
2.104531e+02	3.143397e+00	5.091545e+02
2.107656e+02	3.143397e+00	5.090414e+02
2.110781e+02	3.143397e+00	5.089284e+02
2.113906e+02	3.143397e+00	5.088154e+02
2.117031e+02	3.143397e+00	5.087025e+02
2.120156e+02	3.143397e+00	5.085897e+02
2.123281e+02	3.143397e+00	5.084770e+02
2.126406e+02	3.143397e+00	5.083642e+02
2.129531e+02	3.143397e+00	5.082516e+02
2.132656e+02	3.143397e+00	5.081390e+02
2.135781e+02	3.143397e+00	5.080265e+02
2.138906e+02	3.143397e+00	5.079141e+02
2.142031e+02	3.143397e+00	5.078017e+02
2.145156e+02	3.143397e+00	5.076893e+02
2.148281e+02	3.143397e+00	5.075771e+02
2.151406e+02	3.143397e+00	5.074649e+02
2.154531e+02	3.143397e+00	5.073527e+02
2.157656e+02	3.143397e+00	5.072406e+02
2.160781e+02	3.143397e+00	5.071286e+02
2.163906e+02	3.143397e+00	5.070167e+02
2.167031e+02	3.143397e+00	5.069048e+02
2.170156e+02	3.143397e+00	5.067929e+02
2.173281e+02	3.143397e+00	5.066812e+02
2.176406e+02	3.143397e+00	5.065695e+02
2.179531e+02	3.143397e+00	5.064578e+02
2.182656e+02	3.143397e+00	5.063462e+02
2.185781e+02	3.143397e+00	5.062347e+02
