-0.499697 	425.339
-0.489394 	425.339
-0.479091 	426.017
-0.468788 	426.673
-0.458485 	427.858
-0.448182 	427.858
-0.437879 	427.858
-0.427576 	427.858
-0.417273 	429.429
-0.40697 	429.429
-0.396667 	429.429
-0.386364 	429.429
-0.376061 	431.4
-0.365758 	431.4
-0.355455 	431.4
-0.345152 	431.4
-0.334848 	431.4
-0.324545 	431.4
-0.314242 	431.4
-0.303939 	433.361
-0.293636 	433.361
-0.283333 	433.361
-0.27303 	433.361
-0.262727 	433.361
-0.252424 	433.361
-0.242121 	433.361
-0.231818 	433.361
-0.221515 	434.353
-0.211212 	434.353
-0.200909 	434.353
-0.190606 	434.353
-0.180303 	434.353
-0.17 	434.353
-0.159697 	434.353
-0.149394 	433.832
-0.139091 	433.832
-0.128788 	433.832
-0.118485 	433.832
-0.108182 	433.832
-0.0978788 	433.832
-0.0875758 	433.832
-0.0772727 	433.832
-0.0669697 	433.832
-0.0566667 	433.832
-0.0463636 	433.832
-0.0360606 	433.832
-0.0257576 	433.832
-0.0154545 	433.832
-0.00515152 	433.832
0.00515152 	430.239
0.0154545 	430.239
0.0257576 	430.239
0.0360606 	430.239
0.0463636 	430.239
0.0566667 	430.239
0.0669697 	430.239
0.0772727 	430.239
0.0875758 	430.239
0.0978788 	430.239
0.108182 	430.239
0.118485 	430.239
0.128788 	430.239
0.139091 	430.239
0.149394 	430.239
0.159697 	425.381
0.17 	425.381
0.180303 	425.381
0.190606 	425.381
0.200909 	425.381
0.211212 	425.381
0.221515 	425.381
0.231818 	420.842
0.242121 	420.842
0.252424 	420.842
0.262727 	420.842
0.27303 	420.842
0.283333 	420.842
0.293636 	420.842
0.303939 	420.842
0.314242 	415.582
0.324545 	415.582
0.334848 	415.582
0.345152 	415.582
0.355455 	415.582
0.365758 	415.582
0.376061 	415.582
0.386364 	411.311
0.396667 	411.311
0.40697 	411.311
0.417273 	411.311
0.427576 	408.335
0.437879 	408.335
0.448182 	408.335
0.458485 	408.335
0.468788 	406.148
0.479091 	404.978
0.489394 	403.799
0.499697 	403.799
