  # Source : cellZone fluid
# Cells  : 25373
# Time	sum(V)	volAverage(T)
6.353946e-02	5.751203e+01	3.011561e+02
1.723633e-01	5.751203e+01	3.022160e+02
3.209545e-01	5.751203e+01	3.033549e+02
5.043738e-01	5.751203e+01	3.045763e+02
7.186047e-01	5.751203e+01	3.058738e+02
9.602038e-01	5.751203e+01	3.072384e+02
1.220732e+00	5.751203e+01	3.086379e+02
1.492469e+00	5.751203e+01	3.100460e+02
1.773363e+00	5.751203e+01	3.114613e+02
2.061560e+00	5.751203e+01	3.128828e+02
2.355583e+00	5.751203e+01	3.143085e+02
2.654163e+00	5.751203e+01	3.157360e+02
2.956248e+00	5.751203e+01	3.171603e+02
3.260963e+00	5.751203e+01	3.185723e+02
3.567784e+00	5.751203e+01	3.199643e+02
3.876187e+00	5.751203e+01	3.213311e+02
4.185772e+00	5.751203e+01	3.226636e+02
4.496223e+00	5.751203e+01	3.239537e+02
4.807343e+00	5.751203e+01	3.251946e+02
5.118893e+00	5.751203e+01	3.263805e+02
5.430785e+00	5.751203e+01	3.275073e+02
5.742828e+00	5.751203e+01	3.285716e+02
6.055143e+00	5.751203e+01	3.295723e+02
6.367457e+00	5.751203e+01	3.305079e+02
6.679772e+00	5.751203e+01	3.313788e+02
6.992309e+00	5.751203e+01	3.321863e+02
7.304994e+00	5.751203e+01	3.329316e+02
7.617679e+00	5.751203e+01	3.336163e+02
7.930364e+00	5.751203e+01	3.342428e+02
8.243049e+00	5.751203e+01	3.348138e+02
8.555734e+00	5.751203e+01	3.353321e+02
8.868418e+00	5.751203e+01	3.358009e+02
9.181103e+00	5.751203e+01	3.362232e+02
9.493788e+00	5.751203e+01	3.366025e+02
9.806473e+00	5.751203e+01	3.369418e+02
1.011916e+01	5.751203e+01	3.372444e+02
1.043184e+01	5.751203e+01	3.375133e+02
1.074453e+01	5.751203e+01	3.377516e+02
1.105721e+01	5.751203e+01	3.379620e+02
1.136990e+01	5.751203e+01	3.381473e+02
1.168258e+01	5.751203e+01	3.383099e+02
