  # Source : patch bedOfSpheres_to_fluid
# Faces  : 2688
# Time	sum(magSf)	areaAverage(T)
2.381606e+02	3.143397e+00	4.996515e+02
2.386788e+02	3.143397e+00	4.994733e+02
2.391969e+02	3.143397e+00	4.992953e+02
2.397150e+02	3.143397e+00	4.991174e+02
2.402332e+02	3.143397e+00	4.989396e+02
2.407513e+02	3.143397e+00	4.987621e+02
2.412694e+02	3.143397e+00	4.985847e+02
2.417876e+02	3.143397e+00	4.984074e+02
2.423057e+02	3.143397e+00	4.982303e+02
2.428238e+02	3.143397e+00	4.980534e+02
2.433420e+02	3.143397e+00	4.978766e+02
2.438601e+02	3.143397e+00	4.977000e+02
2.443782e+02	3.143397e+00	4.975236e+02
2.448964e+02	3.143397e+00	4.973473e+02
2.454145e+02	3.143397e+00	4.971712e+02
2.459326e+02	3.143397e+00	4.969952e+02
2.464508e+02	3.143397e+00	4.968194e+02
2.469689e+02	3.143397e+00	4.966437e+02
2.474870e+02	3.143397e+00	4.964682e+02
2.480052e+02	3.143397e+00	4.962929e+02
2.485233e+02	3.143397e+00	4.961177e+02
2.490415e+02	3.143397e+00	4.959427e+02
2.495596e+02	3.143397e+00	4.957678e+02
2.500777e+02	3.143397e+00	4.955931e+02
2.505959e+02	3.143397e+00	4.954186e+02
2.511140e+02	3.143397e+00	4.952442e+02
2.516321e+02	3.143397e+00	4.950699e+02
2.521503e+02	3.143397e+00	4.948958e+02
2.526684e+02	3.143397e+00	4.947219e+02
2.531865e+02	3.143397e+00	4.945482e+02
2.537047e+02	3.143397e+00	4.943745e+02
2.542228e+02	3.143397e+00	4.942011e+02
2.547409e+02	3.143397e+00	4.940278e+02
2.552591e+02	3.143397e+00	4.938546e+02
2.557772e+02	3.143397e+00	4.936817e+02
2.562953e+02	3.143397e+00	4.935088e+02
2.568135e+02	3.143397e+00	4.933361e+02
2.573316e+02	3.143397e+00	4.931636e+02
2.578497e+02	3.143397e+00	4.929913e+02
2.583679e+02	3.143397e+00	4.928190e+02
2.588860e+02	3.143397e+00	4.926470e+02
2.594041e+02	3.143397e+00	4.924751e+02
2.599223e+02	3.143397e+00	4.923033e+02
2.604404e+02	3.143397e+00	4.921317e+02
2.609585e+02	3.143397e+00	4.919603e+02
2.614767e+02	3.143397e+00	4.917890e+02
2.619948e+02	3.143397e+00	4.916179e+02
2.625130e+02	3.143397e+00	4.914469e+02
2.630311e+02	3.143397e+00	4.912761e+02
2.635492e+02	3.143397e+00	4.911054e+02
2.640674e+02	3.143397e+00	4.909349e+02
2.645855e+02	3.143397e+00	4.907645e+02
2.651036e+02	3.143397e+00	4.905943e+02
2.656218e+02	3.143397e+00	4.904242e+02
2.661399e+02	3.143397e+00	4.902543e+02
2.666580e+02	3.143397e+00	4.900846e+02
2.671762e+02	3.143397e+00	4.899150e+02
2.676943e+02	3.143397e+00	4.897455e+02
2.682124e+02	3.143397e+00	4.895762e+02
2.687306e+02	3.143397e+00	4.894071e+02
2.692487e+02	3.143397e+00	4.892381e+02
2.697668e+02	3.143397e+00	4.890692e+02
2.702850e+02	3.143397e+00	4.889005e+02
2.708031e+02	3.143397e+00	4.887320e+02
2.713212e+02	3.143397e+00	4.885636e+02
2.718394e+02	3.143397e+00	4.883953e+02
2.723575e+02	3.143397e+00	4.882273e+02
2.728756e+02	3.143397e+00	4.880593e+02
2.733938e+02	3.143397e+00	4.878915e+02
2.739119e+02	3.143397e+00	4.877239e+02
2.744301e+02	3.143397e+00	4.875564e+02
2.749482e+02	3.143397e+00	4.873891e+02
2.754663e+02	3.143397e+00	4.872219e+02
2.759845e+02	3.143397e+00	4.870548e+02
2.765026e+02	3.143397e+00	4.868879e+02
2.770207e+02	3.143397e+00	4.867212e+02
2.775389e+02	3.143397e+00	4.865546e+02
2.780570e+02	3.143397e+00	4.863882e+02
2.785751e+02	3.143397e+00	4.862219e+02
2.790933e+02	3.143397e+00	4.860557e+02
2.796114e+02	3.143397e+00	4.858897e+02
2.801295e+02	3.143397e+00	4.857239e+02
2.806477e+02	3.143397e+00	4.855582e+02
2.811658e+02	3.143397e+00	4.853926e+02
2.816839e+02	3.143397e+00	4.852272e+02
2.822021e+02	3.143397e+00	4.850620e+02
2.827202e+02	3.143397e+00	4.848969e+02
2.832383e+02	3.143397e+00	4.847319e+02
2.837565e+02	3.143397e+00	4.845671e+02
2.842746e+02	3.143397e+00	4.844024e+02
2.847927e+02	3.143397e+00	4.842379e+02
2.853109e+02	3.143397e+00	4.840736e+02
2.858290e+02	3.143397e+00	4.839093e+02
2.863472e+02	3.143397e+00	4.837453e+02
2.868653e+02	3.143397e+00	4.835813e+02
2.873834e+02	3.143397e+00	4.834176e+02
2.879016e+02	3.143397e+00	4.832539e+02
2.884197e+02	3.143397e+00	4.830904e+02
2.889378e+02	3.143397e+00	4.829271e+02
2.894560e+02	3.143397e+00	4.827639e+02
2.899741e+02	3.143397e+00	4.826009e+02
2.904922e+02	3.143397e+00	4.824379e+02
2.910104e+02	3.143397e+00	4.822752e+02
2.915285e+02	3.143397e+00	4.821126e+02
2.920466e+02	3.143397e+00	4.819501e+02
2.925648e+02	3.143397e+00	4.817878e+02
2.930829e+02	3.143397e+00	4.816256e+02
2.936010e+02	3.143397e+00	4.814636e+02
2.941192e+02	3.143397e+00	4.813017e+02
2.946373e+02	3.143397e+00	4.811400e+02
2.951554e+02	3.143397e+00	4.809784e+02
2.956736e+02	3.143397e+00	4.808169e+02
2.961917e+02	3.143397e+00	4.806556e+02
2.967098e+02	3.143397e+00	4.804944e+02
2.972280e+02	3.143397e+00	4.803334e+02
2.977461e+02	3.143397e+00	4.801725e+02
2.982642e+02	3.143397e+00	4.800118e+02
2.987824e+02	3.143397e+00	4.798512e+02
2.993005e+02	3.143397e+00	4.796908e+02
2.998187e+02	3.143397e+00	4.795305e+02
3.003368e+02	3.143397e+00	4.793703e+02
3.008549e+02	3.143397e+00	4.792103e+02
3.013731e+02	3.143397e+00	4.790504e+02
3.018912e+02	3.143397e+00	4.788907e+02
3.024093e+02	3.143397e+00	4.787311e+02
3.029275e+02	3.143397e+00	4.785717e+02
3.034456e+02	3.143397e+00	4.784124e+02
3.039637e+02	3.143397e+00	4.782532e+02
3.044819e+02	3.143397e+00	4.780942e+02
3.050000e+02	3.143397e+00	4.779353e+02
3.055181e+02	3.143397e+00	4.777766e+02
3.060363e+02	3.143397e+00	4.776180e+02
3.065544e+02	3.143397e+00	4.774596e+02
3.070725e+02	3.143397e+00	4.773013e+02
3.075907e+02	3.143397e+00	4.771431e+02
3.081088e+02	3.143397e+00	4.769851e+02
3.086269e+02	3.143397e+00	4.768272e+02
3.091451e+02	3.143397e+00	4.766694e+02
3.096632e+02	3.143397e+00	4.765118e+02
3.101813e+02	3.143397e+00	4.763544e+02
3.106995e+02	3.143397e+00	4.761971e+02
3.112176e+02	3.143397e+00	4.760399e+02
3.117358e+02	3.143397e+00	4.758828e+02
3.122539e+02	3.143397e+00	4.757260e+02
3.127720e+02	3.143397e+00	4.755692e+02
3.132902e+02	3.143397e+00	4.754126e+02
3.138083e+02	3.143397e+00	4.752561e+02
3.143264e+02	3.143397e+00	4.750998e+02
3.148446e+02	3.143397e+00	4.749436e+02
3.153627e+02	3.143397e+00	4.747875e+02
3.158808e+02	3.143397e+00	4.746316e+02
