  # Source : cellZone bedOfSpheres
# Cells  : 12131
# Time	sum(V)	volAverage(T)
1.765026e+02	5.221114e-01	5.370085e+02
1.770207e+02	5.221114e-01	5.367973e+02
1.775389e+02	5.221114e-01	5.365862e+02
1.780570e+02	5.221114e-01	5.363754e+02
1.785751e+02	5.221114e-01	5.361647e+02
1.790933e+02	5.221114e-01	5.359542e+02
1.796114e+02	5.221114e-01	5.357439e+02
1.801295e+02	5.221114e-01	5.355338e+02
1.806477e+02	5.221114e-01	5.353239e+02
1.811658e+02	5.221114e-01	5.351141e+02
1.816839e+02	5.221114e-01	5.349046e+02
1.822021e+02	5.221114e-01	5.346952e+02
1.827202e+02	5.221114e-01	5.344860e+02
1.832383e+02	5.221114e-01	5.342771e+02
1.837565e+02	5.221114e-01	5.340682e+02
1.842746e+02	5.221114e-01	5.338596e+02
1.847927e+02	5.221114e-01	5.336512e+02
1.853109e+02	5.221114e-01	5.334429e+02
1.858290e+02	5.221114e-01	5.332349e+02
1.863472e+02	5.221114e-01	5.330270e+02
1.868653e+02	5.221114e-01	5.328193e+02
1.873834e+02	5.221114e-01	5.326118e+02
1.879016e+02	5.221114e-01	5.324044e+02
1.884197e+02	5.221114e-01	5.321973e+02
1.889378e+02	5.221114e-01	5.319903e+02
1.894560e+02	5.221114e-01	5.317836e+02
1.899741e+02	5.221114e-01	5.315770e+02
1.904922e+02	5.221114e-01	5.313706e+02
1.910104e+02	5.221114e-01	5.311643e+02
1.915285e+02	5.221114e-01	5.309583e+02
1.920466e+02	5.221114e-01	5.307524e+02
1.925648e+02	5.221114e-01	5.305468e+02
1.930829e+02	5.221114e-01	5.303413e+02
1.936010e+02	5.221114e-01	5.301360e+02
1.941192e+02	5.221114e-01	5.299308e+02
1.946373e+02	5.221114e-01	5.297259e+02
1.951554e+02	5.221114e-01	5.295211e+02
1.956736e+02	5.221114e-01	5.293165e+02
1.961917e+02	5.221114e-01	5.291121e+02
1.967098e+02	5.221114e-01	5.289079e+02
1.972280e+02	5.221114e-01	5.287039e+02
1.977461e+02	5.221114e-01	5.285000e+02
1.982642e+02	5.221114e-01	5.282963e+02
1.987824e+02	5.221114e-01	5.280928e+02
1.993005e+02	5.221114e-01	5.278895e+02
1.998187e+02	5.221114e-01	5.276864e+02
2.003368e+02	5.221114e-01	5.274834e+02
2.008549e+02	5.221114e-01	5.272807e+02
2.013731e+02	5.221114e-01	5.270781e+02
2.018912e+02	5.221114e-01	5.268757e+02
2.024093e+02	5.221114e-01	5.266734e+02
2.029275e+02	5.221114e-01	5.264714e+02
2.034456e+02	5.221114e-01	5.262695e+02
2.039637e+02	5.221114e-01	5.260678e+02
2.044819e+02	5.221114e-01	5.258663e+02
2.050000e+02	5.221114e-01	5.256649e+02
2.055181e+02	5.221114e-01	5.254638e+02
2.060363e+02	5.221114e-01	5.252628e+02
2.065544e+02	5.221114e-01	5.250620e+02
2.070725e+02	5.221114e-01	5.248614e+02
2.075907e+02	5.221114e-01	5.246609e+02
2.081088e+02	5.221114e-01	5.244607e+02
2.086269e+02	5.221114e-01	5.242606e+02
2.091451e+02	5.221114e-01	5.240607e+02
2.096632e+02	5.221114e-01	5.238609e+02
2.101813e+02	5.221114e-01	5.236614e+02
2.106995e+02	5.221114e-01	5.234620e+02
2.112176e+02	5.221114e-01	5.232628e+02
2.117358e+02	5.221114e-01	5.230638e+02
2.122539e+02	5.221114e-01	5.228649e+02
2.127720e+02	5.221114e-01	5.226662e+02
2.132902e+02	5.221114e-01	5.224677e+02
2.138083e+02	5.221114e-01	5.222694e+02
2.143264e+02	5.221114e-01	5.220713e+02
2.148446e+02	5.221114e-01	5.218733e+02
2.153627e+02	5.221114e-01	5.216755e+02
2.158808e+02	5.221114e-01	5.214779e+02
2.163990e+02	5.221114e-01	5.212805e+02
2.169171e+02	5.221114e-01	5.210832e+02
2.174352e+02	5.221114e-01	5.208861e+02
2.179534e+02	5.221114e-01	5.206892e+02
2.184715e+02	5.221114e-01	5.204925e+02
2.189896e+02	5.221114e-01	5.202959e+02
2.195078e+02	5.221114e-01	5.200995e+02
2.200259e+02	5.221114e-01	5.199033e+02
2.205440e+02	5.221114e-01	5.197073e+02
2.210622e+02	5.221114e-01	5.195114e+02
2.215803e+02	5.221114e-01	5.193157e+02
2.220984e+02	5.221114e-01	5.191202e+02
2.226166e+02	5.221114e-01	5.189248e+02
2.231347e+02	5.221114e-01	5.187297e+02
2.236528e+02	5.221114e-01	5.185347e+02
2.241710e+02	5.221114e-01	5.183398e+02
2.246891e+02	5.221114e-01	5.181452e+02
2.252073e+02	5.221114e-01	5.179507e+02
2.257254e+02	5.221114e-01	5.177564e+02
2.262435e+02	5.221114e-01	5.175623e+02
2.267617e+02	5.221114e-01	5.173683e+02
2.272798e+02	5.221114e-01	5.171745e+02
2.277979e+02	5.221114e-01	5.169809e+02
2.283161e+02	5.221114e-01	5.167875e+02
2.288342e+02	5.221114e-01	5.165942e+02
2.293523e+02	5.221114e-01	5.164011e+02
2.298705e+02	5.221114e-01	5.162082e+02
2.303886e+02	5.221114e-01	5.160154e+02
