-0.499697 	448.773
-0.489394 	448.773
-0.479091 	449.579
-0.468788 	450.357
-0.458485 	451.763
-0.448182 	451.763
-0.437879 	451.763
-0.427576 	451.763
-0.417273 	453.631
-0.40697 	453.631
-0.396667 	453.631
-0.386364 	453.631
-0.376061 	455.977
-0.365758 	455.977
-0.355455 	455.977
-0.345152 	455.977
-0.334848 	455.977
-0.324545 	455.977
-0.314242 	455.977
-0.303939 	458.317
-0.293636 	458.317
-0.283333 	458.317
-0.27303 	458.317
-0.262727 	458.317
-0.252424 	458.317
-0.242121 	458.317
-0.231818 	458.317
-0.221515 	459.513
-0.211212 	459.513
-0.200909 	459.513
-0.190606 	459.513
-0.180303 	459.513
-0.17 	459.513
-0.159697 	459.513
-0.149394 	458.956
-0.139091 	458.956
-0.128788 	458.956
-0.118485 	458.956
-0.108182 	458.956
-0.0978788 	458.956
-0.0875758 	458.956
-0.0772727 	458.956
-0.0669697 	458.956
-0.0566667 	458.956
-0.0463636 	458.956
-0.0360606 	458.956
-0.0257576 	458.956
-0.0154545 	458.956
-0.00515152 	458.956
0.00515152 	454.744
0.0154545 	454.744
0.0257576 	454.744
0.0360606 	454.744
0.0463636 	454.744
0.0566667 	454.744
0.0669697 	454.744
0.0772727 	454.744
0.0875758 	454.744
0.0978788 	454.744
0.108182 	454.744
0.118485 	454.744
0.128788 	454.744
0.139091 	454.744
0.149394 	454.744
0.159697 	449.013
0.17 	449.013
0.180303 	449.013
0.190606 	449.013
0.200909 	449.013
0.211212 	449.013
0.221515 	449.013
0.231818 	443.64
0.242121 	443.64
0.252424 	443.64
0.262727 	443.64
0.27303 	443.64
0.283333 	443.64
0.293636 	443.64
0.303939 	443.64
0.314242 	437.403
0.324545 	437.403
0.334848 	437.403
0.345152 	437.403
0.355455 	437.403
0.365758 	437.403
0.376061 	437.403
0.386364 	432.331
0.396667 	432.331
0.40697 	432.331
0.417273 	432.331
0.427576 	428.795
0.437879 	428.795
0.448182 	428.795
0.458485 	428.795
0.468788 	426.194
0.479091 	424.803
0.489394 	423.402
0.499697 	423.402
