  # Source : patch outlet
# Faces  : 160
# Time	sum(magSf)	weightedAverage(T)
4.021803e+01	8.718506e+00	3.649042e+02
4.073781e+01	8.718506e+00	3.649022e+02
4.125759e+01	8.718506e+00	3.649011e+02
4.177737e+01	8.718506e+00	3.649005e+02
4.229715e+01	8.718506e+00	3.649005e+02
4.281693e+01	8.718506e+00	3.649018e+02
4.333671e+01	8.718506e+00	3.649045e+02
4.385648e+01	8.718506e+00	3.649076e+02
4.437626e+01	8.718506e+00	3.649086e+02
4.489604e+01	8.718506e+00	3.649033e+02
4.541451e+01	8.718506e+00	3.648872e+02
4.593264e+01	8.718506e+00	3.648557e+02
4.645078e+01	8.718506e+00	3.648056e+02
4.696891e+01	8.718506e+00	3.647352e+02
4.748705e+01	8.718506e+00	3.646446e+02
4.800518e+01	8.718506e+00	3.645351e+02
4.852332e+01	8.718506e+00	3.644095e+02
4.904145e+01	8.718506e+00	3.642707e+02
4.955959e+01	8.718506e+00	3.641224e+02
5.007772e+01	8.718506e+00	3.639677e+02
5.059585e+01	8.718506e+00	3.638096e+02
5.111399e+01	8.718506e+00	3.636506e+02
5.163212e+01	8.718506e+00	3.634927e+02
5.215026e+01	8.718506e+00	3.633373e+02
5.266839e+01	8.718506e+00	3.631856e+02
5.318653e+01	8.718506e+00	3.630380e+02
5.370466e+01	8.718506e+00	3.628951e+02
5.422280e+01	8.718506e+00	3.627570e+02
5.474093e+01	8.718506e+00	3.626237e+02
5.525907e+01	8.718506e+00	3.624949e+02
5.577720e+01	8.718506e+00	3.623706e+02
5.629534e+01	8.718506e+00	3.622504e+02
5.681347e+01	8.718506e+00	3.621340e+02
5.733161e+01	8.718506e+00	3.620213e+02
5.784974e+01	8.718506e+00	3.619118e+02
5.836788e+01	8.718506e+00	3.618054e+02
5.888601e+01	8.718506e+00	3.617018e+02
5.940415e+01	8.718506e+00	3.616008e+02
5.992228e+01	8.718506e+00	3.615022e+02
6.044041e+01	8.718506e+00	3.614057e+02
6.095855e+01	8.718506e+00	3.613113e+02
6.147668e+01	8.718506e+00	3.612187e+02
6.199482e+01	8.718506e+00	3.611279e+02
6.251295e+01	8.718506e+00	3.610387e+02
6.303109e+01	8.718506e+00	3.609510e+02
6.354922e+01	8.718506e+00	3.608647e+02
6.406736e+01	8.718506e+00	3.607797e+02
6.458549e+01	8.718506e+00	3.606960e+02
6.510363e+01	8.718506e+00	3.606134e+02
6.562176e+01	8.718506e+00	3.605319e+02
6.613990e+01	8.718506e+00	3.604515e+02
6.665803e+01	8.718506e+00	3.603721e+02
6.717617e+01	8.718506e+00	3.602936e+02
6.769430e+01	8.718506e+00	3.602160e+02
6.821244e+01	8.718506e+00	3.601392e+02
6.873057e+01	8.718506e+00	3.600633e+02
6.924870e+01	8.718506e+00	3.599881e+02
6.976684e+01	8.718506e+00	3.599137e+02
7.028497e+01	8.718506e+00	3.598400e+02
7.080311e+01	8.718506e+00	3.597670e+02
7.132124e+01	8.718506e+00	3.596946e+02
7.183938e+01	8.718506e+00	3.596229e+02
7.235751e+01	8.718506e+00	3.595518e+02
7.287565e+01	8.718506e+00	3.594812e+02
7.339378e+01	8.718506e+00	3.594113e+02
7.391192e+01	8.718506e+00	3.593418e+02
7.443005e+01	8.718506e+00	3.592729e+02
7.494819e+01	8.718506e+00	3.592046e+02
7.546632e+01	8.718506e+00	3.591366e+02
7.598446e+01	8.718506e+00	3.590692e+02
7.650259e+01	8.718506e+00	3.590022e+02
7.702073e+01	8.718506e+00	3.589357e+02
7.753886e+01	8.718506e+00	3.588696e+02
7.805699e+01	8.718506e+00	3.588040e+02
7.857513e+01	8.718506e+00	3.587387e+02
7.909326e+01	8.718506e+00	3.586738e+02
7.961140e+01	8.718506e+00	3.586093e+02
8.012953e+01	8.718506e+00	3.585452e+02
8.064767e+01	8.718506e+00	3.584815e+02
8.116580e+01	8.718506e+00	3.584181e+02
8.168394e+01	8.718506e+00	3.583550e+02
8.220207e+01	8.718506e+00	3.582923e+02
8.272021e+01	8.718506e+00	3.582299e+02
8.323834e+01	8.718506e+00	3.581678e+02
8.375648e+01	8.718506e+00	3.581060e+02
8.427461e+01	8.718506e+00	3.580445e+02
8.479275e+01	8.718506e+00	3.579834e+02
8.531088e+01	8.718506e+00	3.579225e+02
8.582902e+01	8.718506e+00	3.578619e+02
8.634715e+01	8.718506e+00	3.578015e+02
8.686528e+01	8.718506e+00	3.577415e+02
8.738342e+01	8.718506e+00	3.576816e+02
8.790155e+01	8.718506e+00	3.576221e+02
8.841969e+01	8.718506e+00	3.575628e+02
8.893782e+01	8.718506e+00	3.575037e+02
8.945596e+01	8.718506e+00	3.574449e+02
8.997409e+01	8.718506e+00	3.573863e+02
9.049223e+01	8.718506e+00	3.573279e+02
9.101036e+01	8.718506e+00	3.572698e+02
9.152850e+01	8.718506e+00	3.572119e+02
9.204663e+01	8.718506e+00	3.571542e+02
9.256477e+01	8.718506e+00	3.570967e+02
9.308290e+01	8.718506e+00	3.570394e+02
9.360104e+01	8.718506e+00	3.569823e+02
9.411917e+01	8.718506e+00	3.569254e+02
9.463731e+01	8.718506e+00	3.568687e+02
9.515544e+01	8.718506e+00	3.568122e+02
9.567358e+01	8.718506e+00	3.567559e+02
9.619171e+01	8.718506e+00	3.566997e+02
