  # Source : patch outlet
# Faces  : 160
# Time	sum(magSf)	weightedAverage(T)
9.670984e+01	8.718506e+00	3.566438e+02
9.722798e+01	8.718506e+00	3.565880e+02
9.774611e+01	8.718506e+00	3.565324e+02
9.826425e+01	8.718506e+00	3.564769e+02
9.878238e+01	8.718506e+00	3.564217e+02
9.930052e+01	8.718506e+00	3.563665e+02
9.981865e+01	8.718506e+00	3.563116e+02
1.003368e+02	8.718506e+00	3.562568e+02
1.008549e+02	8.718506e+00	3.562022e+02
1.013731e+02	8.718506e+00	3.561477e+02
1.018912e+02	8.718506e+00	3.560934e+02
1.024093e+02	8.718506e+00	3.560392e+02
1.029275e+02	8.718506e+00	3.559851e+02
1.034456e+02	8.718506e+00	3.559313e+02
1.039637e+02	8.718506e+00	3.558775e+02
1.044819e+02	8.718506e+00	3.558239e+02
1.050000e+02	8.718506e+00	3.557704e+02
1.055181e+02	8.718506e+00	3.557171e+02
1.060363e+02	8.718506e+00	3.556639e+02
1.065544e+02	8.718506e+00	3.556108e+02
1.070725e+02	8.718506e+00	3.555578e+02
1.075907e+02	8.718506e+00	3.555050e+02
1.081088e+02	8.718506e+00	3.554523e+02
1.086269e+02	8.718506e+00	3.553997e+02
1.091451e+02	8.718506e+00	3.553473e+02
1.096632e+02	8.718506e+00	3.552949e+02
1.101813e+02	8.718506e+00	3.552427e+02
1.106995e+02	8.718506e+00	3.551906e+02
1.112176e+02	8.718506e+00	3.551386e+02
1.117358e+02	8.718506e+00	3.550868e+02
1.122539e+02	8.718506e+00	3.550350e+02
1.127720e+02	8.718506e+00	3.549833e+02
1.132902e+02	8.718506e+00	3.549318e+02
1.138083e+02	8.718506e+00	3.548804e+02
1.143264e+02	8.718506e+00	3.548290e+02
1.148446e+02	8.718506e+00	3.547778e+02
1.153627e+02	8.718506e+00	3.547267e+02
1.158808e+02	8.718506e+00	3.546756e+02
1.163990e+02	8.718506e+00	3.546247e+02
1.169171e+02	8.718506e+00	3.545739e+02
1.174352e+02	8.718506e+00	3.545231e+02
1.179534e+02	8.718506e+00	3.544725e+02
1.184715e+02	8.718506e+00	3.544220e+02
1.189896e+02	8.718506e+00	3.543715e+02
1.195078e+02	8.718506e+00	3.543212e+02
1.200259e+02	8.718506e+00	3.542709e+02
1.205440e+02	8.718506e+00	3.542207e+02
1.210622e+02	8.718506e+00	3.541707e+02
1.215803e+02	8.718506e+00	3.541207e+02
1.220984e+02	8.718506e+00	3.540708e+02
1.226166e+02	8.718506e+00	3.540209e+02
1.231347e+02	8.718506e+00	3.539712e+02
1.236528e+02	8.718506e+00	3.539216e+02
1.241710e+02	8.718506e+00	3.538720e+02
1.246891e+02	8.718506e+00	3.538225e+02
1.252073e+02	8.718506e+00	3.537731e+02
1.257254e+02	8.718506e+00	3.537238e+02
1.262435e+02	8.718506e+00	3.536746e+02
1.267617e+02	8.718506e+00	3.536254e+02
1.272798e+02	8.718506e+00	3.535763e+02
1.277979e+02	8.718506e+00	3.535273e+02
1.283161e+02	8.718506e+00	3.534784e+02
1.288342e+02	8.718506e+00	3.534295e+02
1.293523e+02	8.718506e+00	3.533808e+02
1.298705e+02	8.718506e+00	3.533321e+02
1.303886e+02	8.718506e+00	3.532834e+02
1.309067e+02	8.718506e+00	3.532349e+02
1.314249e+02	8.718506e+00	3.531864e+02
1.319430e+02	8.718506e+00	3.531380e+02
1.324611e+02	8.718506e+00	3.530897e+02
1.329793e+02	8.718506e+00	3.530414e+02
1.334974e+02	8.718506e+00	3.529932e+02
1.340155e+02	8.718506e+00	3.529451e+02
1.345337e+02	8.718506e+00	3.528970e+02
1.350518e+02	8.718506e+00	3.528490e+02
1.355699e+02	8.718506e+00	3.528011e+02
1.360881e+02	8.718506e+00	3.527532e+02
1.366062e+02	8.718506e+00	3.527054e+02
1.371244e+02	8.718506e+00	3.526577e+02
1.376425e+02	8.718506e+00	3.526100e+02
1.381606e+02	8.718506e+00	3.525624e+02
1.386788e+02	8.718506e+00	3.525149e+02
1.391969e+02	8.718506e+00	3.524674e+02
1.397150e+02	8.718506e+00	3.524200e+02
1.402332e+02	8.718506e+00	3.523727e+02
1.407513e+02	8.718506e+00	3.523254e+02
1.412694e+02	8.718506e+00	3.522782e+02
1.417876e+02	8.718506e+00	3.522310e+02
1.423057e+02	8.718506e+00	3.521839e+02
1.428238e+02	8.718506e+00	3.521369e+02
1.433420e+02	8.718506e+00	3.520899e+02
1.438601e+02	8.718506e+00	3.520430e+02
1.443782e+02	8.718506e+00	3.519961e+02
1.448964e+02	8.718506e+00	3.519493e+02
1.454145e+02	8.718506e+00	3.519026e+02
1.459326e+02	8.718506e+00	3.518559e+02
1.464508e+02	8.718506e+00	3.518092e+02
1.469689e+02	8.718506e+00	3.517627e+02
1.474870e+02	8.718506e+00	3.517161e+02
1.480052e+02	8.718506e+00	3.516697e+02
1.485233e+02	8.718506e+00	3.516233e+02
1.490415e+02	8.718506e+00	3.515769e+02
1.495596e+02	8.718506e+00	3.515306e+02
1.500777e+02	8.718506e+00	3.514844e+02
1.505959e+02	8.718506e+00	3.514382e+02
1.511140e+02	8.718506e+00	3.513921e+02
1.516321e+02	8.718506e+00	3.513460e+02
1.521503e+02	8.718506e+00	3.513000e+02
1.526684e+02	8.718506e+00	3.512540e+02
1.531865e+02	8.718506e+00	3.512081e+02
1.537047e+02	8.718506e+00	3.511622e+02
1.542228e+02	8.718506e+00	3.511164e+02
1.547409e+02	8.718506e+00	3.510706e+02
1.552591e+02	8.718506e+00	3.510249e+02
1.557772e+02	8.718506e+00	3.509792e+02
1.562953e+02	8.718506e+00	3.509336e+02
1.568135e+02	8.718506e+00	3.508880e+02
1.573316e+02	8.718506e+00	3.508425e+02
1.578497e+02	8.718506e+00	3.507971e+02
1.583679e+02	8.718506e+00	3.507517e+02
1.588860e+02	8.718506e+00	3.507063e+02
1.594041e+02	8.718506e+00	3.506610e+02
1.599223e+02	8.718506e+00	3.506157e+02
1.604404e+02	8.718506e+00	3.505705e+02
1.609585e+02	8.718506e+00	3.505253e+02
1.614767e+02	8.718506e+00	3.504802e+02
1.619948e+02	8.718506e+00	3.504351e+02
1.625130e+02	8.718506e+00	3.503901e+02
1.630311e+02	8.718506e+00	3.503451e+02
1.635492e+02	8.718506e+00	3.503002e+02
1.640674e+02	8.718506e+00	3.502553e+02
1.645855e+02	8.718506e+00	3.502105e+02
1.651036e+02	8.718506e+00	3.501657e+02
1.656218e+02	8.718506e+00	3.501210e+02
1.661399e+02	8.718506e+00	3.500763e+02
1.666580e+02	8.718506e+00	3.500316e+02
1.671762e+02	8.718506e+00	3.499870e+02
1.676943e+02	8.718506e+00	3.499424e+02
1.682124e+02	8.718506e+00	3.498979e+02
1.687306e+02	8.718506e+00	3.498535e+02
1.692487e+02	8.718506e+00	3.498090e+02
1.697668e+02	8.718506e+00	3.497647e+02
1.702850e+02	8.718506e+00	3.497203e+02
1.708031e+02	8.718506e+00	3.496760e+02
1.713212e+02	8.718506e+00	3.496318e+02
1.718394e+02	8.718506e+00	3.495876e+02
1.723575e+02	8.718506e+00	3.495434e+02
1.728756e+02	8.718506e+00	3.494993e+02
1.733938e+02	8.718506e+00	3.494553e+02
1.739119e+02	8.718506e+00	3.494112e+02
1.744301e+02	8.718506e+00	3.493673e+02
1.749482e+02	8.718506e+00	3.493233e+02
1.754663e+02	8.718506e+00	3.492794e+02
1.759845e+02	8.718506e+00	3.492356e+02
1.765026e+02	8.718506e+00	3.491918e+02
1.770207e+02	8.718506e+00	3.491480e+02
1.775389e+02	8.718506e+00	3.491043e+02
1.780570e+02	8.718506e+00	3.490606e+02
1.785751e+02	8.718506e+00	3.490170e+02
1.790933e+02	8.718506e+00	3.489734e+02
1.796114e+02	8.718506e+00	3.489298e+02
1.801295e+02	8.718506e+00	3.488863e+02
1.806477e+02	8.718506e+00	3.488428e+02
1.811658e+02	8.718506e+00	3.487994e+02
1.816839e+02	8.718506e+00	3.487560e+02
1.822021e+02	8.718506e+00	3.487127e+02
1.827202e+02	8.718506e+00	3.486694e+02
1.832383e+02	8.718506e+00	3.486261e+02
1.837565e+02	8.718506e+00	3.485829e+02
1.842746e+02	8.718506e+00	3.485397e+02
1.847927e+02	8.718506e+00	3.484965e+02
1.853109e+02	8.718506e+00	3.484534e+02
1.858290e+02	8.718506e+00	3.484104e+02
1.863472e+02	8.718506e+00	3.483674e+02
1.868653e+02	8.718506e+00	3.483244e+02
1.873834e+02	8.718506e+00	3.482814e+02
1.879016e+02	8.718506e+00	3.482385e+02
1.884197e+02	8.718506e+00	3.481957e+02
1.889378e+02	8.718506e+00	3.481529e+02
1.894560e+02	8.718506e+00	3.481101e+02
1.899741e+02	8.718506e+00	3.480674e+02
1.904922e+02	8.718506e+00	3.480247e+02
1.910104e+02	8.718506e+00	3.479820e+02
1.915285e+02	8.718506e+00	3.479394e+02
1.920466e+02	8.718506e+00	3.478968e+02
1.925648e+02	8.718506e+00	3.478543e+02
1.930829e+02	8.718506e+00	3.478118e+02
1.936010e+02	8.718506e+00	3.477693e+02
1.941192e+02	8.718506e+00	3.477269e+02
1.946373e+02	8.718506e+00	3.476845e+02
1.951554e+02	8.718506e+00	3.476421e+02
1.956736e+02	8.718506e+00	3.475998e+02
1.961917e+02	8.718506e+00	3.475576e+02
1.967098e+02	8.718506e+00	3.475153e+02
1.972280e+02	8.718506e+00	3.474731e+02
1.977461e+02	8.718506e+00	3.474310e+02
1.982642e+02	8.718506e+00	3.473889e+02
1.987824e+02	8.718506e+00	3.473468e+02
1.993005e+02	8.718506e+00	3.473048e+02
1.998187e+02	8.718506e+00	3.472628e+02
2.003368e+02	8.718506e+00	3.472208e+02
2.008549e+02	8.718506e+00	3.471789e+02
2.013731e+02	8.718506e+00	3.471370e+02
2.018912e+02	8.718506e+00	3.470951e+02
2.024093e+02	8.718506e+00	3.470533e+02
2.029275e+02	8.718506e+00	3.470116e+02
2.034456e+02	8.718506e+00	3.469698e+02
2.039637e+02	8.718506e+00	3.469281e+02
2.044819e+02	8.718506e+00	3.468865e+02
2.050000e+02	8.718506e+00	3.468449e+02
2.055181e+02	8.718506e+00	3.468033e+02
2.060363e+02	8.718506e+00	3.467617e+02
2.065544e+02	8.718506e+00	3.467202e+02
2.070725e+02	8.718506e+00	3.466788e+02
2.075907e+02	8.718506e+00	3.466373e+02
2.081088e+02	8.718506e+00	3.465959e+02
2.086269e+02	8.718506e+00	3.465546e+02
2.091451e+02	8.718506e+00	3.465132e+02
2.096632e+02	8.718506e+00	3.464720e+02
2.101813e+02	8.718506e+00	3.464307e+02
2.106995e+02	8.718506e+00	3.463895e+02
2.112176e+02	8.718506e+00	3.463483e+02
2.117358e+02	8.718506e+00	3.463072e+02
2.122539e+02	8.718506e+00	3.462661e+02
2.127720e+02	8.718506e+00	3.462250e+02
2.132902e+02	8.718506e+00	3.461840e+02
2.138083e+02	8.718506e+00	3.461430e+02
2.143264e+02	8.718506e+00	3.461021e+02
2.148446e+02	8.718506e+00	3.460611e+02
2.153627e+02	8.718506e+00	3.460203e+02
2.158808e+02	8.718506e+00	3.459794e+02
2.163990e+02	8.718506e+00	3.459386e+02
2.169171e+02	8.718506e+00	3.458978e+02
2.174352e+02	8.718506e+00	3.458571e+02
2.179534e+02	8.718506e+00	3.458164e+02
2.184715e+02	8.718506e+00	3.457757e+02
2.189896e+02	8.718506e+00	3.457351e+02
2.195078e+02	8.718506e+00	3.456945e+02
2.200259e+02	8.718506e+00	3.456540e+02
2.205440e+02	8.718506e+00	3.456134e+02
2.210622e+02	8.718506e+00	3.455730e+02
2.215803e+02	8.718506e+00	3.455325e+02
2.220984e+02	8.718506e+00	3.454921e+02
2.226166e+02	8.718506e+00	3.454517e+02
2.231347e+02	8.718506e+00	3.454114e+02
2.236528e+02	8.718506e+00	3.453711e+02
2.241710e+02	8.718506e+00	3.453308e+02
2.246891e+02	8.718506e+00	3.452906e+02
2.252073e+02	8.718506e+00	3.452504e+02
2.257254e+02	8.718506e+00	3.452102e+02
2.262435e+02	8.718506e+00	3.451701e+02
2.267617e+02	8.718506e+00	3.451300e+02
2.272798e+02	8.718506e+00	3.450899e+02
2.277979e+02	8.718506e+00	3.450499e+02
2.283161e+02	8.718506e+00	3.450099e+02
2.288342e+02	8.718506e+00	3.449700e+02
2.293523e+02	8.718506e+00	3.449301e+02
2.298705e+02	8.718506e+00	3.448902e+02
2.303886e+02	8.718506e+00	3.448503e+02
2.309067e+02	8.718506e+00	3.448105e+02
2.314249e+02	8.718506e+00	3.447707e+02
2.319430e+02	8.718506e+00	3.447310e+02
2.324611e+02	8.718506e+00	3.446913e+02
2.329793e+02	8.718506e+00	3.446516e+02
2.334974e+02	8.718506e+00	3.446120e+02
2.340155e+02	8.718506e+00	3.445724e+02
2.345337e+02	8.718506e+00	3.445328e+02
2.350518e+02	8.718506e+00	3.444933e+02
2.355699e+02	8.718506e+00	3.444538e+02
2.360881e+02	8.718506e+00	3.444143e+02
2.366062e+02	8.718506e+00	3.443749e+02
2.371244e+02	8.718506e+00	3.443355e+02
2.376425e+02	8.718506e+00	3.442962e+02
2.381606e+02	8.718506e+00	3.442568e+02
2.386788e+02	8.718506e+00	3.442176e+02
2.391969e+02	8.718506e+00	3.441783e+02
2.397150e+02	8.718506e+00	3.441391e+02
2.402332e+02	8.718506e+00	3.440999e+02
2.407513e+02	8.718506e+00	3.440608e+02
2.412694e+02	8.718506e+00	3.440216e+02
2.417876e+02	8.718506e+00	3.439826e+02
2.423057e+02	8.718506e+00	3.439435e+02
2.428238e+02	8.718506e+00	3.439045e+02
2.433420e+02	8.718506e+00	3.438655e+02
2.438601e+02	8.718506e+00	3.438266e+02
2.443782e+02	8.718506e+00	3.437877e+02
2.448964e+02	8.718506e+00	3.437488e+02
2.454145e+02	8.718506e+00	3.437099e+02
2.459326e+02	8.718506e+00	3.436711e+02
2.464508e+02	8.718506e+00	3.436324e+02
2.469689e+02	8.718506e+00	3.435936e+02
2.474870e+02	8.718506e+00	3.435549e+02
2.480052e+02	8.718506e+00	3.435162e+02
2.485233e+02	8.718506e+00	3.434776e+02
2.490415e+02	8.718506e+00	3.434390e+02
2.495596e+02	8.718506e+00	3.434004e+02
2.500777e+02	8.718506e+00	3.433619e+02
2.505959e+02	8.718506e+00	3.433234e+02
2.511140e+02	8.718506e+00	3.432849e+02
2.516321e+02	8.718506e+00	3.432465e+02
2.521503e+02	8.718506e+00	3.432081e+02
2.526684e+02	8.718506e+00	3.431697e+02
2.531865e+02	8.718506e+00	3.431314e+02
2.537047e+02	8.718506e+00	3.430931e+02
2.542228e+02	8.718506e+00	3.430548e+02
2.547409e+02	8.718506e+00	3.430166e+02
2.552591e+02	8.718506e+00	3.429784e+02
2.557772e+02	8.718506e+00	3.429402e+02
2.562953e+02	8.718506e+00	3.429021e+02
2.568135e+02	8.718506e+00	3.428640e+02
2.573316e+02	8.718506e+00	3.428259e+02
2.578497e+02	8.718506e+00	3.427879e+02
2.583679e+02	8.718506e+00	3.427499e+02
2.588860e+02	8.718506e+00	3.427119e+02
2.594041e+02	8.718506e+00	3.426740e+02
2.599223e+02	8.718506e+00	3.426361e+02
2.604404e+02	8.718506e+00	3.425982e+02
2.609585e+02	8.718506e+00	3.425604e+02
2.614767e+02	8.718506e+00	3.425226e+02
2.619948e+02	8.718506e+00	3.424848e+02
2.625130e+02	8.718506e+00	3.424471e+02
2.630311e+02	8.718506e+00	3.424094e+02
2.635492e+02	8.718506e+00	3.423717e+02
2.640674e+02	8.718506e+00	3.423341e+02
2.645855e+02	8.718506e+00	3.422965e+02
2.651036e+02	8.718506e+00	3.422589e+02
2.656218e+02	8.718506e+00	3.422214e+02
2.661399e+02	8.718506e+00	3.421839e+02
2.666580e+02	8.718506e+00	3.421464e+02
2.671762e+02	8.718506e+00	3.421090e+02
2.676943e+02	8.718506e+00	3.420715e+02
2.682124e+02	8.718506e+00	3.420342e+02
2.687306e+02	8.718506e+00	3.419968e+02
2.692487e+02	8.718506e+00	3.419595e+02
2.697668e+02	8.718506e+00	3.419223e+02
2.702850e+02	8.718506e+00	3.418850e+02
2.708031e+02	8.718506e+00	3.418478e+02
2.713212e+02	8.718506e+00	3.418106e+02
2.718394e+02	8.718506e+00	3.417735e+02
2.723575e+02	8.718506e+00	3.417364e+02
2.728756e+02	8.718506e+00	3.416993e+02
2.733938e+02	8.718506e+00	3.416622e+02
2.739119e+02	8.718506e+00	3.416252e+02
2.744301e+02	8.718506e+00	3.415883e+02
2.749482e+02	8.718506e+00	3.415513e+02
2.754663e+02	8.718506e+00	3.415144e+02
2.759845e+02	8.718506e+00	3.414775e+02
2.765026e+02	8.718506e+00	3.414407e+02
2.770207e+02	8.718506e+00	3.414038e+02
2.775389e+02	8.718506e+00	3.413670e+02
2.780570e+02	8.718506e+00	3.413303e+02
2.785751e+02	8.718506e+00	3.412936e+02
2.790933e+02	8.718506e+00	3.412569e+02
2.796114e+02	8.718506e+00	3.412202e+02
2.801295e+02	8.718506e+00	3.411836e+02
2.806477e+02	8.718506e+00	3.411470e+02
2.811658e+02	8.718506e+00	3.411104e+02
2.816839e+02	8.718506e+00	3.410739e+02
2.822021e+02	8.718506e+00	3.410374e+02
2.827202e+02	8.718506e+00	3.410009e+02
2.832383e+02	8.718506e+00	3.409645e+02
2.837565e+02	8.718506e+00	3.409281e+02
2.842746e+02	8.718506e+00	3.408917e+02
2.847927e+02	8.718506e+00	3.408554e+02
2.853109e+02	8.718506e+00	3.408191e+02
2.858290e+02	8.718506e+00	3.407828e+02
2.863472e+02	8.718506e+00	3.407466e+02
2.868653e+02	8.718506e+00	3.407104e+02
2.873834e+02	8.718506e+00	3.406742e+02
2.879016e+02	8.718506e+00	3.406380e+02
2.884197e+02	8.718506e+00	3.406019e+02
2.889378e+02	8.718506e+00	3.405658e+02
2.894560e+02	8.718506e+00	3.405298e+02
2.899741e+02	8.718506e+00	3.404938e+02
2.904922e+02	8.718506e+00	3.404578e+02
2.910104e+02	8.718506e+00	3.404218e+02
2.915285e+02	8.718506e+00	3.403859e+02
2.920466e+02	8.718506e+00	3.403500e+02
2.925648e+02	8.718506e+00	3.403141e+02
2.930829e+02	8.718506e+00	3.402783e+02
2.936010e+02	8.718506e+00	3.402425e+02
2.941192e+02	8.718506e+00	3.402067e+02
2.946373e+02	8.718506e+00	3.401710e+02
2.951554e+02	8.718506e+00	3.401353e+02
2.956736e+02	8.718506e+00	3.400996e+02
2.961917e+02	8.718506e+00	3.400640e+02
2.967098e+02	8.718506e+00	3.400284e+02
2.972280e+02	8.718506e+00	3.399928e+02
2.977461e+02	8.718506e+00	3.399572e+02
2.982642e+02	8.718506e+00	3.399217e+02
2.987824e+02	8.718506e+00	3.398862e+02
2.993005e+02	8.718506e+00	3.398508e+02
2.998187e+02	8.718506e+00	3.398154e+02
3.003368e+02	8.718506e+00	3.397800e+02
3.008549e+02	8.718506e+00	3.397446e+02
3.013731e+02	8.718506e+00	3.397093e+02
3.018912e+02	8.718506e+00	3.396740e+02
3.024093e+02	8.718506e+00	3.396387e+02
3.029275e+02	8.718506e+00	3.396035e+02
3.034456e+02	8.718506e+00	3.395683e+02
3.039637e+02	8.718506e+00	3.395331e+02
3.044819e+02	8.718506e+00	3.394980e+02
3.050000e+02	8.718506e+00	3.394628e+02
3.055181e+02	8.718506e+00	3.394278e+02
3.060363e+02	8.718506e+00	3.393927e+02
3.065544e+02	8.718506e+00	3.393577e+02
3.070725e+02	8.718506e+00	3.393227e+02
3.075907e+02	8.718506e+00	3.392877e+02
3.081088e+02	8.718506e+00	3.392528e+02
3.086269e+02	8.718506e+00	3.392179e+02
3.091451e+02	8.718506e+00	3.391830e+02
3.096632e+02	8.718506e+00	3.391482e+02
3.101813e+02	8.718506e+00	3.391134e+02
3.106995e+02	8.718506e+00	3.390786e+02
3.112176e+02	8.718506e+00	3.390439e+02
3.117358e+02	8.718506e+00	3.390092e+02
3.122539e+02	8.718506e+00	3.389745e+02
3.127720e+02	8.718506e+00	3.389398e+02
3.132902e+02	8.718506e+00	3.389052e+02
3.138083e+02	8.718506e+00	3.388706e+02
3.143264e+02	8.718506e+00	3.388360e+02
3.148446e+02	8.718506e+00	3.388015e+02
3.153627e+02	8.718506e+00	3.387670e+02
3.158808e+02	8.718506e+00	3.387325e+02
3.163990e+02	8.718506e+00	3.386981e+02
3.169171e+02	8.718506e+00	3.386637e+02
3.174352e+02	8.718506e+00	3.386293e+02
3.179534e+02	8.718506e+00	3.385950e+02
3.184715e+02	8.718506e+00	3.385606e+02
3.189896e+02	8.718506e+00	3.385264e+02
3.195078e+02	8.718506e+00	3.384921e+02
3.200259e+02	8.718506e+00	3.384579e+02
3.205440e+02	8.718506e+00	3.384237e+02
3.210622e+02	8.718506e+00	3.383895e+02
3.215803e+02	8.718506e+00	3.383554e+02
3.220984e+02	8.718506e+00	3.383213e+02
3.226166e+02	8.718506e+00	3.382872e+02
3.231347e+02	8.718506e+00	3.382531e+02
3.236528e+02	8.718506e+00	3.382191e+02
3.241710e+02	8.718506e+00	3.381851e+02
3.246891e+02	8.718506e+00	3.381512e+02
3.252073e+02	8.718506e+00	3.381172e+02
3.257254e+02	8.718506e+00	3.380833e+02
3.262435e+02	8.718506e+00	3.380495e+02
3.267617e+02	8.718506e+00	3.380156e+02
3.272798e+02	8.718506e+00	3.379818e+02
3.277979e+02	8.718506e+00	3.379480e+02
3.283161e+02	8.718506e+00	3.379143e+02
3.288342e+02	8.718506e+00	3.378806e+02
3.293523e+02	8.718506e+00	3.378469e+02
3.298705e+02	8.718506e+00	3.378132e+02
3.303886e+02	8.718506e+00	3.377796e+02
3.309067e+02	8.718506e+00	3.377460e+02
3.314249e+02	8.718506e+00	3.377124e+02
3.319430e+02	8.718506e+00	3.376789e+02
3.324611e+02	8.718506e+00	3.376454e+02
3.329793e+02	8.718506e+00	3.376119e+02
3.334974e+02	8.718506e+00	3.375784e+02
3.340155e+02	8.718506e+00	3.375450e+02
3.345337e+02	8.718506e+00	3.375116e+02
3.350518e+02	8.718506e+00	3.374783e+02
3.355699e+02	8.718506e+00	3.374449e+02
3.360881e+02	8.718506e+00	3.374116e+02
3.366062e+02	8.718506e+00	3.373783e+02
3.371244e+02	8.718506e+00	3.373451e+02
3.376425e+02	8.718506e+00	3.373119e+02
3.381606e+02	8.718506e+00	3.372787e+02
3.386788e+02	8.718506e+00	3.372455e+02
3.391969e+02	8.718506e+00	3.372124e+02
3.397150e+02	8.718506e+00	3.371793e+02
